Date,Code,Crime,Arrests
Jan-17,001,FELONY ASSAULT,3
Jan-17,001,FORCIBLE TOUCHING,1
Jan-17,001,MISCELLANEOUS PENAL LAW,1
Jan-17,001,SEX CRIMES,2
Jan-17,005,FORCIBLE TOUCHING,1
Jan-17,005,OFFENSES AGAINST THE PERSON,5
Jan-17,006,ROBBERY,1
Jan-17,010,DISORDERLY CONDUCT,1
Jan-17,013,ASSAULT 3 & RELATED OFFENSES,2
Jan-17,013,FORCIBLE TOUCHING,1
Jan-17,013,OFFENSES AGAINST THE PERSON,1
Jan-17,013,SEX CRIMES,4
Jan-17,014,ASSAULT 3 & RELATED OFFENSES,4
Jan-17,014,FELONY ASSAULT,3
Jan-17,014,FORCIBLE TOUCHING,3
Jan-17,014,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,4
Jan-17,014,SEX CRIMES,1
Jan-17,017,ASSAULT 3 & RELATED OFFENSES,1
Jan-17,017,DISORDERLY CONDUCT,1
Jan-17,017,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,1
Jan-17,017,SEX CRIMES,2
Jan-17,018,ASSAULT 3 & RELATED OFFENSES,2
Jan-17,018,FELONY ASSAULT,2
Jan-17,018,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,1
Jan-17,019,ASSAULT 3 & RELATED OFFENSES,1
Jan-17,020,ASSAULT 3 & RELATED OFFENSES,1
Jan-17,020,FORCIBLE TOUCHING,1
Jan-17,020,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,1
Jan-17,023,FELONY ASSAULT,1
Jan-17,024,ASSAULT 3 & RELATED OFFENSES,1
Jan-17,024,FORCIBLE TOUCHING,1
Jan-17,024,SEX CRIMES,1
Jan-17,025,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,1
Jan-17,026,ASSAULT 3 & RELATED OFFENSES,3
Jan-17,026,FELONY ASSAULT,4
Jan-17,030,ASSAULT 3 & RELATED OFFENSES,1
Jan-17,033,DISORDERLY CONDUCT,1
Jan-17,034,FORCIBLE TOUCHING,1
Jan-17,040,ASSAULT 3 & RELATED OFFENSES,2
Jan-17,044,ASSAULT 3 & RELATED OFFENSES,1
Jan-17,044,DISORDERLY CONDUCT,1
Jan-17,044,FELONY ASSAULT,1
Jan-17,047,FELONY ASSAULT,2
Jan-17,047,FORCIBLE TOUCHING,1
Jan-17,048,FELONY ASSAULT,1
Jan-17,049,ASSAULT 3 & RELATED OFFENSES,2
Jan-17,050,ROBBERY,1
Jan-17,052,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,1
Jan-17,060,ASSAULT 3 & RELATED OFFENSES,1
Jan-17,060,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,1
Jan-17,061,ASSAULT 3 & RELATED OFFENSES,1
Jan-17,070,ASSAULT 3 & RELATED OFFENSES,1
Jan-17,070,FELONY ASSAULT,1
Jan-17,071,FELONY ASSAULT,1
Jan-17,073,ASSAULT 3 & RELATED OFFENSES,4
Jan-17,073,FORCIBLE TOUCHING,1
Jan-17,075,ASSAULT 3 & RELATED OFFENSES,1
Jan-17,079,OFFENSES AGAINST THE PERSON,2
Jan-17,083,ASSAULT 3 & RELATED OFFENSES,1
Jan-17,084,ASSAULT 3 & RELATED OFFENSES,6
Jan-17,084,FELONY ASSAULT,1
Jan-17,084,OFFENSES AGAINST THE PERSON,1
Jan-17,084,SEX CRIMES,2
Jan-17,090,ASSAULT 3 & RELATED OFFENSES,1
Jan-17,090,FELONY ASSAULT,1
Jan-17,100,DISORDERLY CONDUCT,2
Jan-17,101,ASSAULT 3 & RELATED OFFENSES,1
Jan-17,103,FELONY ASSAULT,1
Jan-17,104,FELONY ASSAULT,1
Jan-17,106,ASSAULT 3 & RELATED OFFENSES,2
Jan-17,108,ASSAULT 3 & RELATED OFFENSES,4
Jan-17,108,FELONY ASSAULT,2
Jan-17,108,OFFENSES AGAINST THE PERSON,1
Jan-17,110,ASSAULT 3 & RELATED OFFENSES,2
Jan-17,110,OFFENSES AGAINST THE PERSON,1
Jan-17,110,SEX CRIMES,1
Jan-17,112,OFFENSES AGAINST THE PERSON,7
Jan-17,120,ASSAULT 3 & RELATED OFFENSES,1
Feb-17,001,ASSAULT 3 & RELATED OFFENSES,1
Feb-17,001,DISORDERLY CONDUCT,1
Feb-17,001,FORCIBLE TOUCHING,2
Feb-17,005,OFFENSES AGAINST THE PERSON,1
Feb-17,005,SEX CRIMES,1
Feb-17,006,ASSAULT 3 & RELATED OFFENSES,1
Feb-17,006,OFFENSES AGAINST THE PERSON,2
Feb-17,007,ASSAULT 3 & RELATED OFFENSES,1
Feb-17,010,ASSAULT 3 & RELATED OFFENSES,1
Feb-17,010,OFFENSES AGAINST THE PERSON,1
Feb-17,013,ASSAULT 3 & RELATED OFFENSES,2
Feb-17,013,FELONY ASSAULT,1
Feb-17,013,FORCIBLE TOUCHING,1
Feb-17,013,OFFENSES AGAINST THE PERSON,4
Feb-17,014,ASSAULT 3 & RELATED OFFENSES,1
Feb-17,014,FORCIBLE TOUCHING,2
Feb-17,014,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,2
Feb-17,014,SEX CRIMES,1
Feb-17,017,SEX CRIMES,1
Feb-17,018,ASSAULT 3 & RELATED OFFENSES,2
Feb-17,018,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,1
Feb-17,019,ASSAULT 3 & RELATED OFFENSES,2
Feb-17,019,FELONY ASSAULT,1
Feb-17,020,FELONY ASSAULT,1
Feb-17,020,FORCIBLE TOUCHING,1
Feb-17,024,ASSAULT 3 & RELATED OFFENSES,1
Feb-17,024,FORCIBLE TOUCHING,1
Feb-17,024,SEX CRIMES,2
Feb-17,025,ASSAULT 3 & RELATED OFFENSES,1
Feb-17,025,FORCIBLE TOUCHING,1
Feb-17,028,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,1
Feb-17,032,FELONY ASSAULT,1
Feb-17,034,OFFENSES AGAINST THE PERSON,1
Feb-17,043,ASSAULT 3 & RELATED OFFENSES,1
Feb-17,044,ASSAULT 3 & RELATED OFFENSES,1
Feb-17,045,OFFENSES AGAINST THE PERSON,1
Feb-17,046,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,1
Feb-17,048,ASSAULT 3 & RELATED OFFENSES,1
Feb-17,052,ASSAULT 3 & RELATED OFFENSES,1
Feb-17,060,ASSAULT 3 & RELATED OFFENSES,1
Feb-17,060,DISORDERLY CONDUCT,2
Feb-17,060,OFFENSES AGAINST THE PERSON,1
Feb-17,068,FELONY ASSAULT,1
Feb-17,070,FELONY ASSAULT,1
Feb-17,071,ASSAULT 3 & RELATED OFFENSES,1
Feb-17,071,DISORDERLY CONDUCT,1
Feb-17,073,ASSAULT 3 & RELATED OFFENSES,1
Feb-17,073,FELONY ASSAULT,1
Feb-17,075,ASSAULT 3 & RELATED OFFENSES,1
Feb-17,078,ASSAULT 3 & RELATED OFFENSES,2
Feb-17,084,FELONY ASSAULT,1
Feb-17,084,OFFENSES AGAINST THE PERSON,3
Feb-17,088,OFFENSES AGAINST THE PERSON,1
Feb-17,094,ASSAULT 3 & RELATED OFFENSES,1
Feb-17,103,DISORDERLY CONDUCT,1
Feb-17,106,ASSAULT 3 & RELATED OFFENSES,1
Feb-17,108,OFFENSES AGAINST THE PERSON,1
Feb-17,110,ASSAULT 3 & RELATED OFFENSES,1
Feb-17,110,FELONY ASSAULT,1
Feb-17,110,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,1
Feb-17,110,OFFENSES AGAINST THE PERSON,2
Feb-17,112,ASSAULT 3 & RELATED OFFENSES,1
Feb-17,115,DISORDERLY CONDUCT,1
Feb-17,115,OFFENSES AGAINST THE PERSON,1
Mar-17,001,ASSAULT 3 & RELATED OFFENSES,3
Mar-17,001,FELONY ASSAULT,1
Mar-17,001,FORCIBLE TOUCHING,1
Mar-17,001,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,1
Mar-17,005,SEX CRIMES,3
Mar-17,006,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,1
Mar-17,007,OFFENSES AGAINST THE PERSON,2
Mar-17,013,FORCIBLE TOUCHING,2
Mar-17,013,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,1
Mar-17,013,SEX CRIMES,2
Mar-17,014,ASSAULT 3 & RELATED OFFENSES,2
Mar-17,014,DISORDERLY CONDUCT,1
Mar-17,014,FELONY ASSAULT,1
Mar-17,014,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,1
Mar-17,014,SEX CRIMES,3
Mar-17,017,FELONY ASSAULT,1
Mar-17,017,OFFENSES AGAINST THE PERSON,1
Mar-17,018,ASSAULT 3 & RELATED OFFENSES,1
Mar-17,018,FELONY ASSAULT,1
Mar-17,019,ASSAULT 3 & RELATED OFFENSES,1
Mar-17,019,FORCIBLE TOUCHING,1
Mar-17,019,OFFENSES AGAINST THE PERSON,1
Mar-17,020,ASSAULT 3 & RELATED OFFENSES,1
Mar-17,020,FORCIBLE TOUCHING,3
Mar-17,020,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,1
Mar-17,020,SEX CRIMES,1
Mar-17,024,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,1
Mar-17,024,SEX CRIMES,1
Mar-17,025,SEX CRIMES,1
Mar-17,026,DISORDERLY CONDUCT,1
Mar-17,026,OFFENSES AGAINST THE PERSON,4
Mar-17,028,FELONY ASSAULT,1
Mar-17,032,FELONY ASSAULT,1
Mar-17,032,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,1
Mar-17,033,ROBBERY,1
Mar-17,040,ASSAULT 3 & RELATED OFFENSES,1
Mar-17,040,HARRASSMENT 2,1
Mar-17,040,ROBBERY,1
Mar-17,041,FELONY ASSAULT,1
Mar-17,042,SEX CRIMES,1
Mar-17,044,ASSAULT 3 & RELATED OFFENSES,5
Mar-17,044,FELONY ASSAULT,2
Mar-17,044,ROBBERY,1
Mar-17,046,ASSAULT 3 & RELATED OFFENSES,1
Mar-17,052,ASSAULT 3 & RELATED OFFENSES,1
Mar-17,060,ROBBERY,1
Mar-17,061,OFFENSES AGAINST THE PERSON,1
Mar-17,071,ASSAULT 3 & RELATED OFFENSES,1
Mar-17,073,ASSAULT 3 & RELATED OFFENSES,3
Mar-17,075,ASSAULT 3 & RELATED OFFENSES,1
Mar-17,075,FELONY ASSAULT,3
Mar-17,076,FELONY ASSAULT,1
Mar-17,077,ASSAULT 3 & RELATED OFFENSES,2
Mar-17,077,FELONY ASSAULT,1
Mar-17,083,ASSAULT 3 & RELATED OFFENSES,1
Mar-17,084,ASSAULT 3 & RELATED OFFENSES,2
Mar-17,084,FELONY ASSAULT,1
Mar-17,084,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,3
Mar-17,084,OFFENSES AGAINST THE PERSON,9
Mar-17,088,ASSAULT 3 & RELATED OFFENSES,1
Mar-17,090,FELONY ASSAULT,1
Mar-17,094,ROBBERY,2
Mar-17,100,ASSAULT 3 & RELATED OFFENSES,1
Mar-17,103,OFFENSES AGAINST THE PERSON,1
Mar-17,106,FELONY ASSAULT,2
Mar-17,108,DISORDERLY CONDUCT,3
Mar-17,108,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,1
Mar-17,108,OFFENSES AGAINST THE PERSON,1
Mar-17,109,ASSAULT 3 & RELATED OFFENSES,1
Mar-17,112,ASSAULT 3 & RELATED OFFENSES,2
Mar-17,115,FORCIBLE TOUCHING,1
Apr-17,001,ASSAULT 3 & RELATED OFFENSES,2
Apr-17,001,FELONY ASSAULT,1
Apr-17,001,FORCIBLE TOUCHING,1
Apr-17,005,MISCELLANEOUS PENAL LAW,1
Apr-17,006,FELONY ASSAULT,1
Apr-17,009,FELONY ASSAULT,2
Apr-17,013,ASSAULT 3 & RELATED OFFENSES,2
Apr-17,013,FELONY ASSAULT,1
Apr-17,013,MISCELLANEOUS PENAL LAW,1
Apr-17,013,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,1
Apr-17,013,OFFENSES AGAINST THE PERSON,1
Apr-17,013,SEX CRIMES,1
Apr-17,014,ASSAULT 3 & RELATED OFFENSES,6
Apr-17,014,FELONY ASSAULT,1
Apr-17,014,FORCIBLE TOUCHING,1
Apr-17,014,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,2
Apr-17,014,SEX CRIMES,2
Apr-17,017,FORCIBLE TOUCHING,1
Apr-17,017,SEX CRIMES,2
Apr-17,018,ASSAULT 3 & RELATED OFFENSES,3
Apr-17,018,FORCIBLE TOUCHING,1
Apr-17,018,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,1
Apr-17,019,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,1
Apr-17,020,ASSAULT 3 & RELATED OFFENSES,2
Apr-17,020,FORCIBLE TOUCHING,4
Apr-17,020,SEX CRIMES,2
Apr-17,024,FORCIBLE TOUCHING,1
Apr-17,024,SEX CRIMES,2
Apr-17,025,ASSAULT 3 & RELATED OFFENSES,1
Apr-17,025,SEX CRIMES,1
Apr-17,026,DISORDERLY CONDUCT,1
Apr-17,026,FORCIBLE TOUCHING,2
Apr-17,030,ASSAULT 3 & RELATED OFFENSES,2
Apr-17,030,FELONY ASSAULT,1
Apr-17,030,FORCIBLE TOUCHING,1
Apr-17,040,ASSAULT 3 & RELATED OFFENSES,1
Apr-17,040,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,1
Apr-17,045,ASSAULT 3 & RELATED OFFENSES,2
Apr-17,045,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,1
Apr-17,052,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,1
Apr-17,060,ASSAULT 3 & RELATED OFFENSES,2
Apr-17,066,SEX CRIMES,1
Apr-17,067,DISORDERLY CONDUCT,1
Apr-17,069,FELONY ASSAULT,1
Apr-17,070,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,1
Apr-17,073,ASSAULT 3 & RELATED OFFENSES,1
Apr-17,073,OFFENSES AGAINST THE PERSON,1
Apr-17,075,KIDNAPPING & RELATED OFFENSES,1
Apr-17,075,ROBBERY,1
Apr-17,077,ASSAULT 3 & RELATED OFFENSES,1
Apr-17,078,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,1
Apr-17,079,OFFENSES AGAINST THE PERSON,2
Apr-17,081,FELONY ASSAULT,1
Apr-17,084,ASSAULT 3 & RELATED OFFENSES,3
Apr-17,084,OFFENSES AGAINST THE PERSON,7
Apr-17,088,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,1
Apr-17,101,ASSAULT 3 & RELATED OFFENSES,1
Apr-17,108,DISORDERLY CONDUCT,1
Apr-17,108,OFFENSES AGAINST THE PERSON,2
Apr-17,112,ASSAULT 3 & RELATED OFFENSES,1
Apr-17,114,SEX CRIMES,1
May-17,001,ASSAULT 3 & RELATED OFFENSES,1
May-17,005,OFFENSES AGAINST THE PERSON,3
May-17,006,FELONY ASSAULT,1
May-17,006,FORCIBLE TOUCHING,1
May-17,006,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,1
May-17,009,SEX CRIMES,1
May-17,010,ASSAULT 3 & RELATED OFFENSES,1
May-17,013,ASSAULT 3 & RELATED OFFENSES,5
May-17,013,FELONY ASSAULT,3
May-17,013,FORCIBLE TOUCHING,1
May-17,013,OFFENSES AGAINST THE PERSON,6
May-17,013,SEX CRIMES,1
May-17,014,ASSAULT 3 & RELATED OFFENSES,5
May-17,014,FELONY ASSAULT,1
May-17,014,FORCIBLE TOUCHING,2
May-17,014,OFFENSES AGAINST THE PERSON,2
May-17,014,SEX CRIMES,1
May-17,017,ASSAULT 3 & RELATED OFFENSES,2
May-17,017,FELONY ASSAULT,1
May-17,017,FORCIBLE TOUCHING,1
May-17,017,SEX CRIMES,2
May-17,018,ASSAULT 3 & RELATED OFFENSES,1
May-17,018,FORCIBLE TOUCHING,1
May-17,018,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,1
May-17,019,FORCIBLE TOUCHING,2
May-17,019,SEX CRIMES,2
May-17,020,ASSAULT 3 & RELATED OFFENSES,1
May-17,020,SEX CRIMES,2
May-17,024,FORCIBLE TOUCHING,1
May-17,024,SEX CRIMES,3
May-17,025,ASSAULT 3 & RELATED OFFENSES,3
May-17,025,FELONY ASSAULT,1
May-17,025,SEX CRIMES,1
May-17,026,FELONY ASSAULT,1
May-17,026,OFFENSES AGAINST THE PERSON,3
May-17,026,SEX CRIMES,1
May-17,032,ASSAULT 3 & RELATED OFFENSES,1
May-17,034,ASSAULT 3 & RELATED OFFENSES,1
May-17,034,SEX CRIMES,1
May-17,040,ASSAULT 3 & RELATED OFFENSES,5
May-17,040,FELONY ASSAULT,1
May-17,041,ASSAULT 3 & RELATED OFFENSES,1
May-17,044,ASSAULT 3 & RELATED OFFENSES,5
May-17,052,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,1
May-17,060,SEX CRIMES,1
May-17,061,ASSAULT 3 & RELATED OFFENSES,1
May-17,068,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,1
May-17,071,FELONY ASSAULT,1
May-17,073,ASSAULT 3 & RELATED OFFENSES,1
May-17,073,DISORDERLY CONDUCT,1
May-17,076,FELONY ASSAULT,1
May-17,079,FELONY ASSAULT,2
May-17,084,ASSAULT 3 & RELATED OFFENSES,2
May-17,084,FELONY ASSAULT,1
May-17,084,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,1
May-17,088,ASSAULT 3 & RELATED OFFENSES,1
May-17,100,ASSAULT 3 & RELATED OFFENSES,2
May-17,101,DISORDERLY CONDUCT,1
May-17,101,FELONY ASSAULT,1
May-17,106,OFFENSES AGAINST THE PERSON,1
May-17,108,ASSAULT 3 & RELATED OFFENSES,1
May-17,108,DISORDERLY CONDUCT,2
May-17,108,FELONY ASSAULT,1
May-17,108,OFFENSES AGAINST THE PERSON,3
May-17,109,FELONY ASSAULT,1
May-17,110,ASSAULT 3 & RELATED OFFENSES,2
May-17,110,FELONY ASSAULT,2
May-17,110,FORCIBLE TOUCHING,2
May-17,110,OFFENSES AGAINST THE PERSON,2
Jun-17,001,ASSAULT 3 & RELATED OFFENSES,2
Jun-17,001,FELONY ASSAULT,3
Jun-17,005,OFFENSES AGAINST THE PERSON,2
Jun-17,007,ASSAULT 3 & RELATED OFFENSES,1
Jun-17,007,DISORDERLY CONDUCT,2
Jun-17,007,FELONY ASSAULT,2
Jun-17,010,FORCIBLE TOUCHING,1
Jun-17,013,ASSAULT 3 & RELATED OFFENSES,1
Jun-17,013,FORCIBLE TOUCHING,2
Jun-17,013,SEX CRIMES,1
Jun-17,014,ASSAULT 3 & RELATED OFFENSES,2
Jun-17,014,FORCIBLE TOUCHING,1
Jun-17,014,SEX CRIMES,2
Jun-17,017,FORCIBLE TOUCHING,1
Jun-17,017,OFFENSES AGAINST THE PERSON,1
Jun-17,018,ASSAULT 3 & RELATED OFFENSES,5
Jun-17,018,SEX CRIMES,1
Jun-17,019,ASSAULT 3 & RELATED OFFENSES,1
Jun-17,019,FORCIBLE TOUCHING,1
Jun-17,020,ASSAULT 3 & RELATED OFFENSES,1
Jun-17,020,FORCIBLE TOUCHING,1
Jun-17,020,SEX CRIMES,2
Jun-17,024,OFFENSES AGAINST THE PERSON,1
Jun-17,024,SEX CRIMES,2
Jun-17,030,FORCIBLE TOUCHING,2
Jun-17,034,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,1
Jun-17,040,ASSAULT 3 & RELATED OFFENSES,1
Jun-17,040,FELONY ASSAULT,2
Jun-17,040,MURDER & NON-NEGL. MANSLAUGHTER,1
Jun-17,041,ASSAULT 3 & RELATED OFFENSES,1
Jun-17,052,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,1
Jun-17,052,RAPE,1
Jun-17,052,ROBBERY,1
Jun-17,060,ASSAULT 3 & RELATED OFFENSES,2
Jun-17,060,OFFENSES AGAINST THE PERSON,1
Jun-17,060,SEX CRIMES,1
Jun-17,066,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,1
Jun-17,071,FELONY ASSAULT,1
Jun-17,072,OFFENSES AGAINST THE PERSON,2
Jun-17,072,SEX CRIMES,1
Jun-17,075,FORCIBLE TOUCHING,1
Jun-17,078,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,1
Jun-17,079,ASSAULT 3 & RELATED OFFENSES,1
Jun-17,079,OFFENSES AGAINST THE PERSON,2
Jun-17,083,ASSAULT 3 & RELATED OFFENSES,1
Jun-17,083,FELONY ASSAULT,1
Jun-17,084,ASSAULT 3 & RELATED OFFENSES,2
Jun-17,084,FELONY ASSAULT,1
Jun-17,084,FORCIBLE TOUCHING,1
Jun-17,084,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,1
Jun-17,084,OFFENSES AGAINST THE PERSON,5
Jun-17,103,FORCIBLE TOUCHING,1
Jun-17,107,ASSAULT 3 & RELATED OFFENSES,1
Jun-17,108,FELONY ASSAULT,2
Jun-17,110,ASSAULT 3 & RELATED OFFENSES,2
Jun-17,115,SEX CRIMES,1
Jun-17,122,FELONY ASSAULT,1
Jul-17,001,ASSAULT 3 & RELATED OFFENSES,1
Jul-17,001,FELONY ASSAULT,1
Jul-17,001,FORCIBLE TOUCHING,1
Jul-17,005,ASSAULT 3 & RELATED OFFENSES,1
Jul-17,005,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,1
Jul-17,005,OFFENSES AGAINST THE PERSON,5
Jul-17,006,FELONY ASSAULT,1
Jul-17,006,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,2
Jul-17,006,SEX CRIMES,1
Jul-17,013,ASSAULT 3 & RELATED OFFENSES,3
Jul-17,013,FELONY ASSAULT,3
Jul-17,013,OFFENSES AGAINST THE PERSON,2
Jul-17,013,SEX CRIMES,3
Jul-17,014,ASSAULT 3 & RELATED OFFENSES,4
Jul-17,014,ROBBERY,1
Jul-17,014,SEX CRIMES,1
Jul-17,017,FORCIBLE TOUCHING,1
Jul-17,018,DISORDERLY CONDUCT,1
Jul-17,018,FELONY ASSAULT,1
Jul-17,018,FORCIBLE TOUCHING,1
Jul-17,018,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,1
Jul-17,019,FELONY ASSAULT,1
Jul-17,019,FORCIBLE TOUCHING,1
Jul-17,020,FORCIBLE TOUCHING,1
Jul-17,025,OFFENSES AGAINST THE PERSON,1
Jul-17,025,SEX CRIMES,1
Jul-17,030,ASSAULT 3 & RELATED OFFENSES,1
Jul-17,032,FORCIBLE TOUCHING,1
Jul-17,034,FORCIBLE TOUCHING,1
Jul-17,040,FORCIBLE TOUCHING,1
Jul-17,041,FELONY ASSAULT,1
Jul-17,041,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,1
Jul-17,045,ASSAULT 3 & RELATED OFFENSES,2
Jul-17,045,RAPE,1
Jul-17,046,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,1
Jul-17,049,ROBBERY,2
Jul-17,060,ASSAULT 3 & RELATED OFFENSES,2
Jul-17,061,ASSAULT 3 & RELATED OFFENSES,1
Jul-17,066,ASSAULT 3 & RELATED OFFENSES,1
Jul-17,069,FELONY ASSAULT,1
Jul-17,070,FELONY ASSAULT,1
Jul-17,073,OFFENSES AGAINST THE PERSON,1
Jul-17,075,ASSAULT 3 & RELATED OFFENSES,1
Jul-17,075,OFFENSES AGAINST THE PERSON,1
Jul-17,075,ROBBERY,1
Jul-17,076,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,1
Jul-17,081,FELONY ASSAULT,1
Jul-17,083,ASSAULT 3 & RELATED OFFENSES,2
Jul-17,084,ASSAULT 3 & RELATED OFFENSES,2
Jul-17,084,OFFENSES AGAINST THE PERSON,4
Jul-17,094,FELONY ASSAULT,1
Jul-17,094,OFFENSES AGAINST THE PERSON,1
Jul-17,101,ASSAULT 3 & RELATED OFFENSES,2
Jul-17,101,FELONY ASSAULT,1
Jul-17,103,SEX CRIMES,1
Jul-17,108,OFFENSES AGAINST THE PERSON,2
Jul-17,109,ASSAULT 3 & RELATED OFFENSES,1
Jul-17,110,OFFENSES AGAINST THE PERSON,2
Jul-17,112,FELONY ASSAULT,1
Jul-17,112,OFFENSES AGAINST THE PERSON,2
Jul-17,112,SEX CRIMES,1
Aug-17,001,ASSAULT 3 & RELATED OFFENSES,1
Aug-17,001,FELONY ASSAULT,1
Aug-17,001,MISCELLANEOUS PENAL LAW,1
Aug-17,001,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,1
Aug-17,005,OFFENSES AGAINST THE PERSON,2
Aug-17,005,SEX CRIMES,1
Aug-17,006,ASSAULT 3 & RELATED OFFENSES,1
Aug-17,006,FELONY ASSAULT,1
Aug-17,009,ASSAULT 3 & RELATED OFFENSES,1
Aug-17,009,SEX CRIMES,1
Aug-17,013,ASSAULT 3 & RELATED OFFENSES,1
Aug-17,013,FELONY ASSAULT,1
Aug-17,013,FORCIBLE TOUCHING,1
Aug-17,013,OFFENSES AGAINST THE PERSON,4
Aug-17,013,SEX CRIMES,1
Aug-17,014,ASSAULT 3 & RELATED OFFENSES,2
Aug-17,014,DISORDERLY CONDUCT,1
Aug-17,014,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,1
Aug-17,014,SEX CRIMES,2
Aug-17,017,FELONY ASSAULT,1
Aug-17,017,FORCIBLE TOUCHING,1
Aug-17,017,OFFENSES AGAINST THE PERSON,2
Aug-17,018,ASSAULT 3 & RELATED OFFENSES,1
Aug-17,018,FORCIBLE TOUCHING,1
Aug-17,018,OFFENSES AGAINST THE PERSON,2
Aug-17,019,ASSAULT 3 & RELATED OFFENSES,1
Aug-17,019,OFFENSES AGAINST THE PERSON,1
Aug-17,020,ASSAULT 3 & RELATED OFFENSES,1
Aug-17,020,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,1
Aug-17,020,SEX CRIMES,1
Aug-17,024,FORCIBLE TOUCHING,2
Aug-17,024,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,1
Aug-17,025,ASSAULT 3 & RELATED OFFENSES,1
Aug-17,025,FORCIBLE TOUCHING,1
Aug-17,028,FELONY ASSAULT,1
Aug-17,042,FELONY ASSAULT,1
Aug-17,043,ASSAULT 3 & RELATED OFFENSES,1
Aug-17,043,ROBBERY,1
Aug-17,044,ASSAULT 3 & RELATED OFFENSES,4
Aug-17,044,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,1
Aug-17,045,ASSAULT 3 & RELATED OFFENSES,1
Aug-17,045,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,1
Aug-17,048,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,1
Aug-17,050,FELONY ASSAULT,1
Aug-17,052,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,1
Aug-17,060,ASSAULT 3 & RELATED OFFENSES,4
Aug-17,070,FELONY ASSAULT,1
Aug-17,071,ASSAULT 3 & RELATED OFFENSES,1
Aug-17,073,ASSAULT 3 & RELATED OFFENSES,3
Aug-17,073,OFFENSES AGAINST THE PERSON,3
Aug-17,077,ASSAULT 3 & RELATED OFFENSES,4
Aug-17,078,ASSAULT 3 & RELATED OFFENSES,1
Aug-17,079,FELONY ASSAULT,1
