Date,Code,Crime,Arrests
Sep-20,009,OFFENSES AGAINST THE PERSON,1
Sep-20,010,MISCELLANEOUS PENAL LAW,1
Sep-20,014,ASSAULT 3 & RELATED OFFENSES,2
Sep-20,014,FELONY ASSAULT,1
Sep-20,018,ASSAULT 3 & RELATED OFFENSES,1
Sep-20,020,OFFENSES AGAINST THE PERSON,1
Sep-20,025,ASSAULT 3 & RELATED OFFENSES,1
Sep-20,028,FELONY ASSAULT,1
Sep-20,034,ASSAULT 3 & RELATED OFFENSES,1
Sep-20,040,FELONY ASSAULT,1
Sep-20,040,ROBBERY,1
Sep-20,041,SEX CRIMES,1
Sep-20,042,ASSAULT 3 & RELATED OFFENSES,1
Sep-20,046,ASSAULT 3 & RELATED OFFENSES,1
Sep-20,047,MISCELLANEOUS PENAL LAW,1
Sep-20,049,ASSAULT 3 & RELATED OFFENSES,1
Sep-20,066,OFF. AGNST PUB ORD SENSBLTY &,1
Sep-20,070,ASSAULT 3 & RELATED OFFENSES,2
Sep-20,070,OFFENSES AGAINST THE PERSON,1
Sep-20,071,OFF. AGNST PUB ORD SENSBLTY &,1
Sep-20,078,ROBBERY,1
Sep-20,102,SEX CRIMES,1
Sep-20,107,FELONY ASSAULT,1
Sep-20,110,ASSAULT 3 & RELATED OFFENSES,1
Sep-20,110,OFFENSES AGAINST THE PERSON,1
Sep-20,120,ROBBERY,1
Oct-20,006,ASSAULT 3 & RELATED OFFENSES,2
Oct-20,007,ASSAULT 3 & RELATED OFFENSES,1
Oct-20,007,FELONY ASSAULT,1
Oct-20,013,OFFENSES AGAINST THE PERSON,1
Oct-20,014,ASSAULT 3 & RELATED OFFENSES,2
Oct-20,014,FELONY ASSAULT,1
Oct-20,014,SEX CRIMES,1
Oct-20,017,ASSAULT 3 & RELATED OFFENSES,1
Oct-20,020,OFFENSES AGAINST THE PERSON,1
Oct-20,025,ASSAULT 3 & RELATED OFFENSES,1
Oct-20,026,OFFENSES AGAINST THE PERSON,1
Oct-20,040,FELONY ASSAULT,3
Oct-20,041,FELONY ASSAULT,1
Oct-20,044,FELONY ASSAULT,1
Oct-20,045,FELONY ASSAULT,1
Oct-20,050,ASSAULT 3 & RELATED OFFENSES,1
Oct-20,052,FELONY ASSAULT,1
Oct-20,052,OFF. AGNST PUB ORD SENSBLTY &,1
Oct-20,052,ROBBERY,2
Oct-20,069,OFFENSES AGAINST THE PERSON,1
Oct-20,070,FELONY ASSAULT,1
Oct-20,072,SEX CRIMES,1
Oct-20,073,ASSAULT 3 & RELATED OFFENSES,1
Oct-20,073,FELONY ASSAULT,1
Oct-20,075,FELONY ASSAULT,2
Oct-20,077,ROBBERY,1
Oct-20,078,ASSAULT 3 & RELATED OFFENSES,1
Oct-20,078,OFF. AGNST PUB ORD SENSBLTY &,1
Oct-20,084,ASSAULT 3 & RELATED OFFENSES,1
Oct-20,084,FELONY ASSAULT,1
Oct-20,114,ASSAULT 3 & RELATED OFFENSES,2
Nov-20,001,ASSAULT 3 & RELATED OFFENSES,1
Nov-20,006,ASSAULT 3 & RELATED OFFENSES,1
Nov-20,006,ROBBERY,1
Nov-20,013,MURDER & NON-NEGL. MANSLAUGHTE,1
Nov-20,013,OFF. AGNST PUB ORD SENSBLTY &,1
Nov-20,014,ASSAULT 3 & RELATED OFFENSES,2
Nov-20,014,FELONY ASSAULT,2
Nov-20,014,MISCELLANEOUS PENAL LAW,1
Nov-20,014,ROBBERY,1
Nov-20,017,SEX CRIMES,1
Nov-20,018,ASSAULT 3 & RELATED OFFENSES,2
Nov-20,020,FELONY ASSAULT,1
Nov-20,024,FELONY ASSAULT,2
Nov-20,025,SEX CRIMES,1
Nov-20,026,OFFENSES AGAINST THE PERSON,1
Nov-20,032,ROBBERY,1
Nov-20,033,ASSAULT 3 & RELATED OFFENSES,2
Nov-20,040,ROBBERY,1
Nov-20,042,ASSAULT 3 & RELATED OFFENSES,1
Nov-20,044,ASSAULT 3 & RELATED OFFENSES,2
Nov-20,044,FELONY ASSAULT,1
Nov-20,044,MISCELLANEOUS PENAL LAW,1
Nov-20,046,FELONY ASSAULT,2
Nov-20,052,ASSAULT 3 & RELATED OFFENSES,2
Nov-20,052,OFF. AGNST PUB ORD SENSBLTY &,1
Nov-20,069,ASSAULT 3 & RELATED OFFENSES,1
Nov-20,069,FELONY ASSAULT,1
Nov-20,073,SEX CRIMES,1
Nov-20,075,ASSAULT 3 & RELATED OFFENSES,2
Nov-20,075,FELONY ASSAULT,1
Nov-20,077,ASSAULT 3 & RELATED OFFENSES,1
Nov-20,077,OFFENSES AGAINST THE PERSON,1
Dec-20,001,ASSAULT 3 & RELATED OFFENSES,4
Dec-20,001,FELONY ASSAULT,1
Dec-20,005,FELONY ASSAULT,1
Dec-20,006,FELONY ASSAULT,1
Dec-20,010,FELONY ASSAULT,2
Dec-20,013,ASSAULT 3 & RELATED OFFENSES,1
Dec-20,013,FELONY ASSAULT,1
Dec-20,014,ASSAULT 3 & RELATED OFFENSES,3
Dec-20,014,FELONY ASSAULT,2
Dec-20,017,ASSAULT 3 & RELATED OFFENSES,1
Dec-20,018,ASSAULT 3 & RELATED OFFENSES,2
Dec-20,018,FELONY ASSAULT,3
Dec-20,018,OFFENSES AGAINST THE PERSON,2
Dec-20,034,ROBBERY,1
Dec-20,040,ASSAULT 3 & RELATED OFFENSES,2
Dec-20,043,FELONY ASSAULT,1
Dec-20,044,ASSAULT 3 & RELATED OFFENSES,1
Dec-20,047,FELONY ASSAULT,3
Dec-20,049,OFFENSES AGAINST THE PERSON,1
Dec-20,052,FELONY ASSAULT,1
Dec-20,060,ASSAULT 3 & RELATED OFFENSES,1
Dec-20,060,MISCELLANEOUS PENAL LAW,1
Dec-20,072,ASSAULT 3 & RELATED OFFENSES,1
Dec-20,073,FELONY ASSAULT,1
Dec-20,075,ASSAULT 3 & RELATED OFFENSES,1
Dec-20,075,FELONY ASSAULT,2
Dec-20,077,ASSAULT 3 & RELATED OFFENSES,2
Dec-20,077,FELONY ASSAULT,1
Dec-20,077,SEX CRIMES,1
Dec-20,079,SEX CRIMES,1
Dec-20,084,FELONY ASSAULT,1
Dec-20,100,ASSAULT 3 & RELATED OFFENSES,1
Dec-20,109,FELONY ASSAULT,1
Dec-20,114,ASSAULT 3 & RELATED OFFENSES,1
Dec-20,115,ASSAULT 3 & RELATED OFFENSES,2
Jan-21,005,OFFENSES AGAINST THE PERSON,1
Jan-21,014,ASSAULT 3 & RELATED OFFENSES,2
Jan-21,014,FELONY ASSAULT,3
Jan-21,017,MURDER & NON-NEGL. MANSLAUGHTE,1
Jan-21,018,ASSAULT 3 & RELATED OFFENSES,1
Jan-21,018,FELONY ASSAULT,1
Jan-21,020,FELONY ASSAULT,1
Jan-21,024,ASSAULT 3 & RELATED OFFENSES,1
Jan-21,024,FELONY ASSAULT,1
Jan-21,028,ASSAULT 3 & RELATED OFFENSES,2
Jan-21,028,FELONY ASSAULT,1
Jan-21,030,ASSAULT 3 & RELATED OFFENSES,1
Jan-21,030,OFF. AGNST PUB ORD SENSBLTY &,1
Jan-21,034,FELONY ASSAULT,1
Jan-21,040,ASSAULT 3 & RELATED OFFENSES,1
Jan-21,041,ASSAULT 3 & RELATED OFFENSES,2
Jan-21,042,ASSAULT 3 & RELATED OFFENSES,1
Jan-21,043,ROBBERY,1
Jan-21,044,ASSAULT 3 & RELATED OFFENSES,2
Jan-21,046,ASSAULT 3 & RELATED OFFENSES,1
Jan-21,047,FELONY ASSAULT,2
Jan-21,049,FELONY ASSAULT,1
Jan-21,052,ASSAULT 3 & RELATED OFFENSES,1
Jan-21,060,OFF. AGNST PUB ORD SENSBLTY &,1
Jan-21,061,ASSAULT 3 & RELATED OFFENSES,1
Jan-21,071,FELONY ASSAULT,1
Jan-21,073,ASSAULT 3 & RELATED OFFENSES,2
Jan-21,073,FELONY ASSAULT,2
Jan-21,075,FELONY ASSAULT,1
Jan-21,079,ASSAULT 3 & RELATED OFFENSES,1
Jan-21,079,FELONY ASSAULT,1
Jan-21,081,FELONY ASSAULT,1
Jan-21,083,FELONY ASSAULT,1
Jan-21,084,ASSAULT 3 & RELATED OFFENSES,1
Jan-21,100,FELONY ASSAULT,2
Jan-21,102,ASSAULT 3 & RELATED OFFENSES,2
Jan-21,103,FELONY ASSAULT,2
Jan-21,106,ASSAULT 3 & RELATED OFFENSES,1
Jan-21,107,FELONY ASSAULT,1
Jan-21,109,ASSAULT 3 & RELATED OFFENSES,1
Feb-21,001,FELONY ASSAULT,3
Feb-21,007,FELONY ASSAULT,1
Feb-21,014,ASSAULT 3 & RELATED OFFENSES,4
Feb-21,014,FELONY ASSAULT,1
Feb-21,014,OFFENSES AGAINST THE PERSON,2
Feb-21,018,ASSAULT 3 & RELATED OFFENSES,2
Feb-21,018,FELONY ASSAULT,1
Feb-21,020,ASSAULT 3 & RELATED OFFENSES,1
Feb-21,020,SEX CRIMES,1
Feb-21,024,FELONY ASSAULT,2
Feb-21,025,ASSAULT 3 & RELATED OFFENSES,1
Feb-21,033,ROBBERY,1
Feb-21,040,ASSAULT 3 & RELATED OFFENSES,1
Feb-21,040,FELONY ASSAULT,2
Feb-21,042,ROBBERY,3
Feb-21,044,ASSAULT 3 & RELATED OFFENSES,2
Feb-21,045,ASSAULT 3 & RELATED OFFENSES,1
Feb-21,047,OFF. AGNST PUB ORD SENSBLTY &,1
Feb-21,052,ASSAULT 3 & RELATED OFFENSES,1
Feb-21,071,ASSAULT 3 & RELATED OFFENSES,1
Feb-21,072,FELONY ASSAULT,1
Feb-21,075,ASSAULT 3 & RELATED OFFENSES,3
Feb-21,077,ASSAULT 3 & RELATED OFFENSES,2
Feb-21,078,ASSAULT 3 & RELATED OFFENSES,1
Feb-21,084,FELONY ASSAULT,1
Feb-21,103,FELONY ASSAULT,1
Feb-21,106,FELONY ASSAULT,1
Feb-21,108,ASSAULT 3 & RELATED OFFENSES,1
Feb-21,110,ASSAULT 3 & RELATED OFFENSES,1
Mar-21,001,ASSAULT 3 & RELATED OFFENSES,2
Mar-21,005,ASSAULT 3 & RELATED OFFENSES,1
Mar-21,005,FELONY ASSAULT,1
Mar-21,005,SEX CRIMES,1
Mar-21,013,ASSAULT 3 & RELATED OFFENSES,3
Mar-21,013,FELONY ASSAULT,1
Mar-21,013,MISCELLANEOUS PENAL LAW,1
Mar-21,013,RAPE,1
Mar-21,013,SEX CRIMES,2
Mar-21,014,ASSAULT 3 & RELATED OFFENSES,2
Mar-21,014,FELONY ASSAULT,2
Mar-21,014,ROBBERY,1
Mar-21,017,ASSAULT 3 & RELATED OFFENSES,1
Mar-21,017,FELONY ASSAULT,3
Mar-21,018,ASSAULT 3 & RELATED OFFENSES,1
Mar-21,018,ROBBERY,1
Mar-21,019,OFF. AGNST PUB ORD SENSBLTY &,1
Mar-21,019,SEX CRIMES,1
Mar-21,020,ASSAULT 3 & RELATED OFFENSES,1
Mar-21,025,ASSAULT 3 & RELATED OFFENSES,1
Mar-21,026,ROBBERY,1
Mar-21,028,ASSAULT 3 & RELATED OFFENSES,1
Mar-21,040,ASSAULT 3 & RELATED OFFENSES,6
Mar-21,040,FELONY ASSAULT,4
Mar-21,044,SEX CRIMES,2
Mar-21,046,FELONY ASSAULT,1
Mar-21,046,ROBBERY,1
Mar-21,052,ASSAULT 3 & RELATED OFFENSES,1
Mar-21,060,ASSAULT 3 & RELATED OFFENSES,1
Mar-21,060,FELONY ASSAULT,1
Mar-21,060,SEX CRIMES,1
Mar-21,071,ASSAULT 3 & RELATED OFFENSES,1
Mar-21,073,ASSAULT 3 & RELATED OFFENSES,2
Mar-21,075,FELONY ASSAULT,1
Mar-21,077,OFF. AGNST PUB ORD SENSBLTY &,1
Mar-21,078,ASSAULT 3 & RELATED OFFENSES,1
Mar-21,078,FELONY ASSAULT,1
Mar-21,083,ASSAULT 3 & RELATED OFFENSES,1
Mar-21,083,FELONY ASSAULT,1
Mar-21,084,ASSAULT 3 & RELATED OFFENSES,3
Mar-21,084,OFF. AGNST PUB ORD SENSBLTY &,1
Mar-21,090,ASSAULT 3 & RELATED OFFENSES,1
Mar-21,100,ASSAULT 3 & RELATED OFFENSES,2
Mar-21,104,FELONY ASSAULT,1
Mar-21,107,FELONY ASSAULT,1
Mar-21,107,OFFENSES AGAINST THE PERSON,1
Mar-21,110,MISCELLANEOUS PENAL LAW,1
Mar-21,112,ASSAULT 3 & RELATED OFFENSES,1
Mar-21,113,ASSAULT 3 & RELATED OFFENSES,1
Mar-21,114,ASSAULT 3 & RELATED OFFENSES,1
Mar-21,115,SEX CRIMES,1
Apr-21,001,ASSAULT 3 & RELATED OFFENSES,1
Apr-21,007,ASSAULT 3 & RELATED OFFENSES,1
Apr-21,007,FELONY ASSAULT,1
Apr-21,013,FELONY ASSAULT,1
Apr-21,013,OFF. AGNST PUB ORD SENSBLTY &,1
Apr-21,014,ASSAULT 3 & RELATED OFFENSES,8
Apr-21,014,FELONY ASSAULT,3
Apr-21,014,OFF. AGNST PUB ORD SENSBLTY &,1
Apr-21,017,ASSAULT 3 & RELATED OFFENSES,3
Apr-21,018,ASSAULT 3 & RELATED OFFENSES,3
Apr-21,018,FELONY ASSAULT,1
Apr-21,018,SEX CRIMES,1
Apr-21,019,ASSAULT 3 & RELATED OFFENSES,2
Apr-21,024,ASSAULT 3 & RELATED OFFENSES,2
Apr-21,024,OFF. AGNST PUB ORD SENSBLTY &,1
Apr-21,025,SEX CRIMES,2
Apr-21,028,ASSAULT 3 & RELATED OFFENSES,1
Apr-21,028,FELONY ASSAULT,1
Apr-21,028,SEX CRIMES,1
Apr-21,032,ASSAULT 3 & RELATED OFFENSES,1
Apr-21,034,FELONY ASSAULT,2
Apr-21,040,ASSAULT 3 & RELATED OFFENSES,1
Apr-21,040,FELONY ASSAULT,1
Apr-21,044,ASSAULT 3 & RELATED OFFENSES,3
Apr-21,045,FELONY ASSAULT,1
Apr-21,052,ASSAULT 3 & RELATED OFFENSES,1
Apr-21,066,ASSAULT 3 & RELATED OFFENSES,1
Apr-21,069,FELONY ASSAULT,1
Apr-21,072,ASSAULT 3 & RELATED OFFENSES,1
Apr-21,077,ASSAULT 3 & RELATED OFFENSES,1
Apr-21,078,FELONY ASSAULT,2
Apr-21,079,ASSAULT 3 & RELATED OFFENSES,1
Apr-21,084,FELONY ASSAULT,1
Apr-21,094,FELONY ASSAULT,1
Apr-21,101,ASSAULT 3 & RELATED OFFENSES,4
Apr-21,108,FELONY ASSAULT,1
Apr-21,114,FELONY ASSAULT,1
Apr-21,115,ASSAULT 3 & RELATED OFFENSES,1
Apr-21,115,FELONY ASSAULT,1
May-21,001,ASSAULT 3 & RELATED OFFENSES,1
May-21,001,MURDER & NON-NEGL. MANSLAUGHTE,1
May-21,009,SEX CRIMES,1
May-21,010,ASSAULT 3 & RELATED OFFENSES,1
May-21,013,FELONY ASSAULT,2
May-21,014,ASSAULT 3 & RELATED OFFENSES,2
May-21,014,FELONY ASSAULT,1
May-21,014,OFFENSES AGAINST THE PERSON,1
May-21,014,SEX CRIMES,2
May-21,017,ASSAULT 3 & RELATED OFFENSES,1
May-21,018,ASSAULT 3 & RELATED OFFENSES,2
May-21,018,FELONY ASSAULT,2
May-21,018,SEX CRIMES,1
May-21,024,ASSAULT 3 & RELATED OFFENSES,1
May-21,025,FELONY ASSAULT,3
May-21,026,ASSAULT 3 & RELATED OFFENSES,2
May-21,026,FELONY ASSAULT,2
May-21,028,FELONY ASSAULT,1
May-21,030,ASSAULT 3 & RELATED OFFENSES,2
May-21,032,FELONY ASSAULT,1
May-21,040,ASSAULT 3 & RELATED OFFENSES,2
May-21,040,FELONY ASSAULT,1
May-21,042,SEX CRIMES,1
May-21,044,ASSAULT 3 & RELATED OFFENSES,3
May-21,044,FELONY ASSAULT,1
May-21,044,OFF. AGNST PUB ORD SENSBLTY &,1
May-21,047,SEX CRIMES,1
May-21,048,FELONY ASSAULT,1
May-21,050,ASSAULT 3 & RELATED OFFENSES,2
May-21,052,FELONY ASSAULT,1
May-21,067,ASSAULT 3 & RELATED OFFENSES,1
May-21,070,FELONY ASSAULT,1
May-21,071,ASSAULT 3 & RELATED OFFENSES,1
May-21,071,OFFENSES AGAINST THE PERSON,1
May-21,072,ASSAULT 3 & RELATED OFFENSES,1
May-21,073,ASSAULT 3 & RELATED OFFENSES,4
May-21,073,FELONY ASSAULT,1
May-21,075,FELONY ASSAULT,1
May-21,084,ASSAULT 3 & RELATED OFFENSES,1
May-21,084,FELONY ASSAULT,1
May-21,100,FELONY ASSAULT,1
May-21,102,FELONY ASSAULT,1
May-21,103,ASSAULT 3 & RELATED OFFENSES,2
May-21,106,ASSAULT 3 & RELATED OFFENSES,1
May-21,107,ASSAULT 3 & RELATED OFFENSES,1
May-21,107,FELONY ASSAULT,1
May-21,108,ASSAULT 3 & RELATED OFFENSES,1
May-21,110,SEX CRIMES,1
May-21,112,FELONY ASSAULT,1
May-21,115,ASSAULT 3 & RELATED OFFENSES,1
May-21,115,FELONY ASSAULT,1
Jun-21,001,ASSAULT 3 & RELATED OFFENSES,3
Jun-21,005,ASSAULT 3 & RELATED OFFENSES,1
Jun-21,005,FELONY ASSAULT,1
Jun-21,006,ASSAULT 3 & RELATED OFFENSES,1
Jun-21,006,FELONY ASSAULT,1
Jun-21,010,ASSAULT 3 & RELATED OFFENSES,1
Jun-21,013,ASSAULT 3 & RELATED OFFENSES,2
Jun-21,013,FELONY ASSAULT,1
Jun-21,013,SEX CRIMES,1
Jun-21,014,ASSAULT 3 & RELATED OFFENSES,2
Jun-21,014,FELONY ASSAULT,2
Jun-21,014,OFF. AGNST PUB ORD SENSBLTY &,1
Jun-21,014,SEX CRIMES,1
Jun-21,018,ASSAULT 3 & RELATED OFFENSES,1
Jun-21,018,FELONY ASSAULT,1
Jun-21,020,ASSAULT 3 & RELATED OFFENSES,2
Jun-21,024,ASSAULT 3 & RELATED OFFENSES,1
Jun-21,025,ASSAULT 3 & RELATED OFFENSES,2
Jun-21,025,ROBBERY,1
Jun-21,026,FELONY ASSAULT,2
Jun-21,032,FELONY ASSAULT,1
Jun-21,034,ASSAULT 3 & RELATED OFFENSES,1
Jun-21,040,SEX CRIMES,1
Jun-21,041,ASSAULT 3 & RELATED OFFENSES,1
Jun-21,044,ASSAULT 3 & RELATED OFFENSES,5
Jun-21,044,FELONY ASSAULT,1
Jun-21,044,OFF. AGNST PUB ORD SENSBLTY &,1
Jun-21,045,ASSAULT 3 & RELATED OFFENSES,2
Jun-21,045,FELONY ASSAULT,1
Jun-21,046,ASSAULT 3 & RELATED OFFENSES,1
Jun-21,047,ASSAULT 3 & RELATED OFFENSES,1
Jun-21,047,FELONY ASSAULT,1
Jun-21,048,ASSAULT 3 & RELATED OFFENSES,1
Jun-21,048,FELONY ASSAULT,1
Jun-21,052,ASSAULT 3 & RELATED OFFENSES,1
Jun-21,052,ROBBERY,1
Jun-21,060,FELONY ASSAULT,1
Jun-21,062,ASSAULT 3 & RELATED OFFENSES,1
Jun-21,062,ROBBERY,1
Jun-21,071,ASSAULT 3 & RELATED OFFENSES,1
Jun-21,073,ASSAULT 3 & RELATED OFFENSES,2
Jun-21,073,FELONY ASSAULT,2
Jun-21,073,ROBBERY,1
Jun-21,075,ASSAULT 3 & RELATED OFFENSES,2
Jun-21,077,ASSAULT 3 & RELATED OFFENSES,1
Jun-21,078,ASSAULT 3 & RELATED OFFENSES,1
Jun-21,081,SEX CRIMES,1
Jun-21,084,ASSAULT 3 & RELATED OFFENSES,2
Jun-21,084,FELONY ASSAULT,1
Jun-21,094,ASSAULT 3 & RELATED OFFENSES,2
Jun-21,100,ASSAULT 3 & RELATED OFFENSES,1
Jun-21,103,FELONY ASSAULT,1
Jun-21,108,FELONY ASSAULT,1
Jun-21,115,OFF. AGNST PUB ORD SENSBLTY &,1
Jun-21,115,ROBBERY,1
Jul-21,001,ASSAULT 3 & RELATED OFFENSES,1
Jul-21,001,FELONY ASSAULT,1
Jul-21,005,ASSAULT 3 & RELATED OFFENSES,1
Jul-21,010,FELONY ASSAULT,1
Jul-21,013,ASSAULT 3 & RELATED OFFENSES,1
Jul-21,014,ASSAULT 3 & RELATED OFFENSES,3
Jul-21,014,FELONY ASSAULT,1
Jul-21,014,OFFENSES AGAINST THE PERSON,1
Jul-21,014,SEX CRIMES,2
Jul-21,017,ASSAULT 3 & RELATED OFFENSES,1
Jul-21,018,ASSAULT 3 & RELATED OFFENSES,1
Jul-21,018,MISCELLANEOUS PENAL LAW,1
Jul-21,018,OFF. AGNST PUB ORD SENSBLTY &,1
Jul-21,019,OFF. AGNST PUB ORD SENSBLTY &,1
Jul-21,020,ASSAULT 3 & RELATED OFFENSES,1
Jul-21,025,ASSAULT 3 & RELATED OFFENSES,2
Jul-21,028,ASSAULT 3 & RELATED OFFENSES,1
Jul-21,030,ASSAULT 3 & RELATED OFFENSES,1
Jul-21,040,ASSAULT 3 & RELATED OFFENSES,1
Jul-21,040,FELONY ASSAULT,1
Jul-21,041,ASSAULT 3 & RELATED OFFENSES,1
Jul-21,043,ASSAULT 3 & RELATED OFFENSES,2
Jul-21,044,ASSAULT 3 & RELATED OFFENSES,1
Jul-21,044,FELONY ASSAULT,1
Jul-21,044,SEX CRIMES,1
Jul-21,046,ASSAULT 3 & RELATED OFFENSES,1
Jul-21,049,FELONY ASSAULT,1
Jul-21,071,FELONY ASSAULT,1
Jul-21,073,OFFENSES AGAINST THE PERSON,1
Jul-21,075,ASSAULT 3 & RELATED OFFENSES,1
Jul-21,079,ASSAULT 3 & RELATED OFFENSES,1
Jul-21,079,OFFENSES AGAINST THE PERSON,1
Jul-21,081,ASSAULT 3 & RELATED OFFENSES,1
Jul-21,081,FELONY ASSAULT,1
Jul-21,084,ASSAULT 3 & RELATED OFFENSES,2
Jul-21,084,SEX CRIMES,1
Jul-21,108,FELONY ASSAULT,1
Jul-21,115,ASSAULT 3 & RELATED OFFENSES,1
Aug-21,001,ASSAULT 3 & RELATED OFFENSES,1
Aug-21,005,ASSAULT 3 & RELATED OFFENSES,1
Aug-21,007,ASSAULT 3 & RELATED OFFENSES,1
Aug-21,013,ASSAULT 3 & RELATED OFFENSES,2
Aug-21,013,SEX CRIMES,1
Aug-21,014,ASSAULT 3 & RELATED OFFENSES,3
Aug-21,014,DISORDERLY CONDUCT,3
Aug-21,014,FELONY ASSAULT,3
Aug-21,014,SEX CRIMES,2
Aug-21,017,ASSAULT 3 & RELATED OFFENSES,1
Aug-21,017,SEX CRIMES,2
Aug-21,018,OFFENSES AGAINST THE PERSON,1
Aug-21,018,SEX CRIMES,2
Aug-21,019,ASSAULT 3 & RELATED OFFENSES,3
Aug-21,019,OFF. AGNST PUB ORD SENSBLTY &,1
Aug-21,024,SEX CRIMES,1
Aug-21,028,ROBBERY,1
Aug-21,030,ASSAULT 3 & RELATED OFFENSES,1
Aug-21,030,FELONY ASSAULT,1
Aug-21,033,OFF. AGNST PUB ORD SENSBLTY &,1
Aug-21,034,ASSAULT 3 & RELATED OFFENSES,1
Aug-21,034,SEX CRIMES,1
Aug-21,043,ASSAULT 3 & RELATED OFFENSES,1
Aug-21,044,ASSAULT 3 & RELATED OFFENSES,1
Aug-21,044,FELONY ASSAULT,1
Aug-21,045,OFF. AGNST PUB ORD SENSBLTY &,1
Aug-21,049,ASSAULT 3 & RELATED OFFENSES,1
Aug-21,052,ASSAULT 3 & RELATED OFFENSES,1
Aug-21,052,OFF. AGNST PUB ORD SENSBLTY &,1
Aug-21,060,ROBBERY,1
Aug-21,068,ASSAULT 3 & RELATED OFFENSES,1
Aug-21,068,FELONY ASSAULT,1
Aug-21,069,ASSAULT 3 & RELATED OFFENSES,1
Aug-21,072,ASSAULT 3 & RELATED OFFENSES,1
Aug-21,072,FELONY ASSAULT,3
Aug-21,073,ASSAULT 3 & RELATED OFFENSES,2
Aug-21,073,FELONY ASSAULT,2
Aug-21,073,OFF. AGNST PUB ORD SENSBLTY &,1
Aug-21,073,ROBBERY,1
Aug-21,075,FELONY ASSAULT,1
Aug-21,075,OFF. AGNST PUB ORD SENSBLTY &,1
Aug-21,077,ASSAULT 3 & RELATED OFFENSES,1
Aug-21,077,FELONY ASSAULT,1
Aug-21,079,FELONY ASSAULT,1
Aug-21,084,ASSAULT 3 & RELATED OFFENSES,3
Aug-21,084,DISORDERLY CONDUCT,1
Aug-21,102,OFF. AGNST PUB ORD SENSBLTY &,1
Aug-21,103,ASSAULT 3 & RELATED OFFENSES,1
Aug-21,103,FELONY ASSAULT,2
Aug-21,107,ASSAULT 3 & RELATED OFFENSES,1
Aug-21,108,ASSAULT 3 & RELATED OFFENSES,1
Aug-21,108,SEX CRIMES,1
Aug-21,110,ASSAULT 3 & RELATED OFFENSES,1
Aug-21,110,FELONY ASSAULT,1
Aug-21,112,ASSAULT 3 & RELATED OFFENSES,2
Aug-21,115,OFFENSES AGAINST THE PERSON,1
Sep-21,001,ASSAULT 3 & RELATED OFFENSES,2
Sep-21,001,FELONY ASSAULT,1
Sep-21,005,ASSAULT 3 & RELATED OFFENSES,1
Sep-21,006,OFF. AGNST PUB ORD SENSBLTY &,1
Sep-21,010,ASSAULT 3 & RELATED OFFENSES,1
Sep-21,013,ASSAULT 3 & RELATED OFFENSES,1
Sep-21,013,FELONY ASSAULT,2
Sep-21,014,ASSAULT 3 & RELATED OFFENSES,4
Sep-21,014,FELONY ASSAULT,1
Sep-21,014,OFF. AGNST PUB ORD SENSBLTY &,3
Sep-21,014,SEX CRIMES,1
Sep-21,018,ASSAULT 3 & RELATED OFFENSES,1
Sep-21,019,ASSAULT 3 & RELATED OFFENSES,1
Sep-21,020,ASSAULT 3 & RELATED OFFENSES,1
Sep-21,024,ASSAULT 3 & RELATED OFFENSES,1
Sep-21,025,ASSAULT 3 & RELATED OFFENSES,1
Sep-21,026,SEX CRIMES,2
Sep-21,030,OFFENSES AGAINST THE PERSON,1
Sep-21,033,ASSAULT 3 & RELATED OFFENSES,1
Sep-21,040,ASSAULT 3 & RELATED OFFENSES,3
Sep-21,040,FELONY ASSAULT,3
Sep-21,040,MURDER & NON-NEGL. MANSLAUGHTE,1
Sep-21,040,ROBBERY,3
Sep-21,041,ASSAULT 3 & RELATED OFFENSES,1
Sep-21,043,ASSAULT 3 & RELATED OFFENSES,1
Sep-21,044,ASSAULT 3 & RELATED OFFENSES,1
Sep-21,044,SEX CRIMES,1
Sep-21,046,ASSAULT 3 & RELATED OFFENSES,1
Sep-21,046,SEX CRIMES,1
Sep-21,070,FELONY ASSAULT,1
Sep-21,071,ASSAULT 3 & RELATED OFFENSES,1
Sep-21,073,ASSAULT 3 & RELATED OFFENSES,1
Sep-21,073,FELONY ASSAULT,2
Sep-21,073,OFFENSES AGAINST THE PERSON,2
Sep-21,073,SEX CRIMES,1
Sep-21,077,ASSAULT 3 & RELATED OFFENSES,1
Sep-21,077,FELONY ASSAULT,1
Sep-21,078,ASSAULT 3 & RELATED OFFENSES,2
Sep-21,078,FELONY ASSAULT,2
Sep-21,078,OFF. AGNST PUB ORD SENSBLTY &,1
Sep-21,084,ASSAULT 3 & RELATED OFFENSES,3
Sep-21,084,RAPE,1
Sep-21,104,ASSAULT 3 & RELATED OFFENSES,1
Sep-21,104,ROBBERY,1
Sep-21,107,DISORDERLY CONDUCT,1
Sep-21,115,ASSAULT 3 & RELATED OFFENSES,3
Oct-21,001,ASSAULT 3 & RELATED OFFENSES,2
Oct-21,001,FELONY ASSAULT,2
Oct-21,001,SEX CRIMES,1
Oct-21,005,OFF. AGNST PUB ORD SENSBLTY &,2
Oct-21,005,OFFENSES AGAINST THE PERSON,1
Oct-21,006,OFF. AGNST PUB ORD SENSBLTY &,1
Oct-21,007,ASSAULT 3 & RELATED OFFENSES,2
